"state","Level_1","Level_2","Mild","Moderate","Frequent","AudienceTotal"
"HI","food_drink","casual_dining","1","0","0","21066"
"HI","food_drink","quick_service","0","0","1","9898"
"HI","food_drink","quick_service","0","1","0","23089"
"HI","food_drink","quick_service","1","0","0","62265"
"HI","grooming","hair salon","0","0","1","1965"
"HI","grooming","hair salon","0","1","0","5559"
"HI","grooming","hair salon","1","0","0","16586"
"HI","gvt_building","post_office","0","0","1","3054"
"HI","gvt_building","post_office","0","1","0","6818"
"HI","gvt_building","post_office","1","0","0","20418"
"HI","health","eye_care","0","0","1","1528"
"HI","health","eye_care","0","1","0","4113"
"HI","health","eye_care","1","0","0","11877"
"HI","health","pharmacy","0","0","1","8625"
"HI","health","pharmacy","0","1","0","18711"
"HI","health","pharmacy","1","0","0","43079"
"HI","health_fitness","gym","0","0","1","816"
"HI","health_fitness","gym","0","1","0","2174"
"HI","health_fitness","gym","1","0","0","8330"
"HI","personal_finance","banking","0","0","1","1225"
"HI","personal_finance","banking","0","1","0","3099"
"HI","personal_finance","banking","1","0","0","11129"
"HI","shopping","cell_phone_store","0","0","1","1654"
"HI","shopping","cell_phone_store","0","1","0","4565"
"HI","shopping","cell_phone_store","1","0","0","14665"
"HI","shopping","clothing_store","0","0","1","2284"
"HI","shopping","clothing_store","0","1","0","6472"
"HI","shopping","clothing_store","1","0","0","18155"
"HI","shopping","convenience_store","0","0","1","1425"
"HI","shopping","convenience_store","0","1","0","3898"
"HI","shopping","convenience_store","1","0","0","12427"
"HI","shopping","department_store","0","0","1","2178"
"HI","shopping","department_store","0","1","0","6558"
"HI","shopping","department_store","1","0","0","19564"
"HI","shopping","electronics_store","0","0","1","1401"
"HI","shopping","electronics_store","0","1","0","4230"
"HI","shopping","electronics_store","1","0","0","14376"
"HI","shopping","furniture_store","0","0","1","1029"
"HI","shopping","furniture_store","0","1","0","2675"
"HI","shopping","furniture_store","1","0","0","8696"
"HI","shopping","grocery_or_supermarket","0","0","1","2153"
"HI","shopping","grocery_or_supermarket","0","1","0","5283"
"HI","shopping","grocery_or_supermarket","1","0","0","15398"
"HI","shopping","hardware_store","0","0","1","1203"
"HI","shopping","hardware_store","0","1","0","2840"
"HI","shopping","hardware_store","1","0","0","8665"
"HI","shopping","home_goods_store","0","0","1","1143"
"HI","shopping","home_goods_store","0","1","0","3426"
"HI","shopping","home_goods_store","1","0","0","11471"
"HI","shopping","jewelry_store","0","0","1","1915"
"HI","shopping","jewelry_store","0","1","0","5657"
"HI","shopping","jewelry_store","1","0","0","16582"
"HI","shopping","shoe_store","0","0","1","1931"
"HI","shopping","shoe_store","0","1","0","5670"
"HI","shopping","shoe_store","1","0","0","16126"
"HI","shopping","shopping_mall","0","0","1","4229"
"HI","shopping","shopping_mall","0","1","0","10036"
"HI","shopping","shopping_mall","1","0","0","25885"
"HI","shopping","sporting_goods","0","0","1","1350"
"HI","shopping","sporting_goods","0","1","0","3113"
"HI","shopping","sporting_goods","1","0","0","7853"
"HI","sports","golf_course","0","0","1","20"
"HI","sports","golf_course","0","1","0","32"
"HI","sports","golf_course","1","0","0","135"
"HI","travel","airport","0","0","1","3007"
"HI","travel","airport","0","1","0","6720"
"HI","travel","airport","1","0","0","18029"
"HI","travel","lodging","0","0","1","2520"
"HI","travel","lodging","0","1","0","4620"
"HI","travel","lodging","1","0","0","11983"
"IA","automotive","auto_intender","0","0","1","151"
"IA","automotive","auto_intender","0","1","0","553"
"IA","automotive","auto_intender","1","0","0","3230"
"IA","automotive","auto_repair","0","0","1","397"
"IA","automotive","auto_repair","0","1","0","1388"
"IA","automotive","auto_repair","1","0","0","9967"
"IA","automotive","gas_station","0","0","1","1491"
"IA","automotive","gas_station","0","1","0","5357"
"IA","automotive","gas_station","1","0","0","30246"
"IA","food_drink","cafe","0","0","1","2155"
"IA","food_drink","cafe","0","1","0","5599"
"IA","food_drink","cafe","1","0","0","18784"
"IA","food_drink","casual_dining","0","0","1","639"
"IA","food_drink","casual_dining","0","1","0","3373"
"IA","food_drink","casual_dining","1","0","0","28195"
"IA","food_drink","quick_service","0","0","1","7867"
"IA","food_drink","quick_service","0","1","0","26613"
"IA","food_drink","quick_service","1","0","0","114345"
"IA","grooming","hair salon","0","0","1","2284"
"IA","grooming","hair salon","0","1","0","6891"
"IA","grooming","hair salon","1","0","0","29120"
"IA","gvt_building","post_office","0","0","1","4671"
"IA","gvt_building","post_office","0","1","0","12414"
"IA","gvt_building","post_office","1","0","0","51398"
"IA","health","eye_care","0","0","1","686"
"IA","health","eye_care","0","1","0","2568"
"IA","health","eye_care","1","0","0","11274"
"IA","health","pharmacy","0","0","1","6538"
"IA","health","pharmacy","0","1","0","16722"
"IA","health","pharmacy","1","0","0","50762"
"IA","health_fitness","gym","0","0","1","977"
"IA","health_fitness","gym","0","1","0","2621"
"IA","health_fitness","gym","1","0","0","14959"
"IA","personal_finance","banking","0","0","1","1588"
"IA","personal_finance","banking","0","1","0","4992"
"IA","personal_finance","banking","1","0","0","28723"
"IA","shopping","cell_phone_store","0","0","1","2925"
"IA","shopping","cell_phone_store","0","1","0","9909"
"IA","shopping","cell_phone_store","1","0","0","40210"
"IA","shopping","clothing_store","0","0","1","1241"
"IA","shopping","clothing_store","0","1","0","4900"
"IA","shopping","clothing_store","1","0","0","22615"
"IA","shopping","convenience_store","0","0","1","3884"
"IA","shopping","convenience_store","0","1","0","11241"
"IA","shopping","convenience_store","1","0","0","47664"
"IA","shopping","department_store","0","0","1","6236"
"IA","shopping","department_store","0","1","0","16002"
"IA","shopping","department_store","1","0","0","49156"
"IA","shopping","electronics_store","0","0","1","1059"
"IA","shopping","electronics_store","0","1","0","3966"
"IA","shopping","electronics_store","1","0","0","18293"
"IA","shopping","furniture_store","0","0","1","94"
"IA","shopping","furniture_store","0","1","0","339"
"IA","shopping","furniture_store","1","0","0","2620"
"IA","shopping","grocery_or_supermarket","0","0","1","5862"
"IA","shopping","grocery_or_supermarket","0","1","0","12673"
"IA","shopping","grocery_or_supermarket","1","0","0","35565"
"IA","shopping","hardware_store","0","0","1","2484"
"IA","shopping","hardware_store","0","1","0","7760"
"IA","shopping","hardware_store","1","0","0","27898"
"IA","shopping","home_goods_store","0","0","1","562"
"IA","shopping","home_goods_store","0","1","0","2327"
"IA","shopping","home_goods_store","1","0","0","13844"
"IA","shopping","jewelry_store","0","0","1","1148"
"IA","shopping","jewelry_store","0","1","0","4357"
"IA","shopping","jewelry_store","1","0","0","18967"
"IA","shopping","shoe_store","0","0","1","1115"
"IA","shopping","shoe_store","0","1","0","4376"
"IA","shopping","shoe_store","1","0","0","17514"
"IA","shopping","shopping_mall","0","0","1","3317"
"IA","shopping","shopping_mall","0","1","0","9096"
"IA","shopping","shopping_mall","1","0","0","31973"
"IA","shopping","sporting_goods","0","0","1","619"
"IA","shopping","sporting_goods","0","1","0","2036"
"IA","shopping","sporting_goods","1","0","0","9597"
"IA","sports","golf_course","0","0","1","13"
"IA","sports","golf_course","0","1","0","34"
"IA","sports","golf_course","1","0","0","287"
"IA","travel","airport","0","0","1","5191"
"IA","travel","airport","0","1","0","14297"
"IA","travel","airport","1","0","0","56267"
"IA","travel","lodging","0","0","1","2384"
"IA","travel","lodging","0","1","0","9529"
"IA","travel","lodging","1","0","0","42554"
"ID","automotive","auto_intender","0","0","1","46"
"ID","automotive","auto_intender","0","1","0","242"
"ID","automotive","auto_intender","1","0","0","1090"
"ID","automotive","auto_repair","0","0","1","210"
"ID","automotive","auto_repair","0","1","0","698"
"ID","automotive","auto_repair","1","0","0","5105"
"ID","automotive","gas_station","0","0","1","1169"
"ID","automotive","gas_station","0","1","0","3652"
"ID","automotive","gas_station","1","0","0","18835"
"ID","education","university","0","0","1","69"
"ID","education","university","0","1","0","161"
"ID","education","university","1","0","0","820"
"ID","food_drink","cafe","0","0","1","704"
"ID","food_drink","cafe","0","1","0","2102"
"ID","food_drink","cafe","1","0","0","8306"
"ID","food_drink","casual_dining","0","0","1","462"
"ID","food_drink","casual_dining","0","1","0","2058"
"ID","food_drink","casual_dining","1","0","0","15522"
"ID","food_drink","quick_service","0","0","1","3331"
"ID","food_drink","quick_service","0","1","0","10469"
"ID","food_drink","quick_service","1","0","0","47205"
"ID","grooming","hair salon","0","0","1","970"
"ID","grooming","hair salon","0","1","0","2293"
"ID","grooming","hair salon","1","0","0","8700"
"ID","gvt_building","post_office","0","0","1","511"
"ID","gvt_building","post_office","0","1","0","1802"
"ID","gvt_building","post_office","1","0","0","12762"
"ID","health","eye_care","0","0","1","60"
"ID","health","eye_care","0","1","0","236"
"ID","health","eye_care","1","0","0","1713"
"ID","health","pharmacy","0","0","1","2322"
"ID","health","pharmacy","0","1","0","6269"
"ID","health","pharmacy","1","0","0","21760"
"ID","health_fitness","gym","0","0","1","301"
"ID","health_fitness","gym","0","1","0","804"
"ID","health_fitness","gym","1","0","0","4966"
"ID","personal_finance","banking","0","0","1","2054"
"ID","personal_finance","banking","0","1","0","5826"
"ID","personal_finance","banking","1","0","0","64369"
"ID","shopping","cell_phone_store","0","0","1","617"
"ID","shopping","cell_phone_store","0","1","0","2271"
"ID","shopping","cell_phone_store","1","0","0","12796"
"ID","shopping","clothing_store","0","0","1","220"
"ID","shopping","clothing_store","0","1","0","1144"
"ID","shopping","clothing_store","1","0","0","6525"
"ID","shopping","convenience_store","0","0","1","560"
"ID","shopping","convenience_store","0","1","0","1739"
"ID","shopping","convenience_store","1","0","0","8261"
"ID","shopping","department_store","0","0","1","2168"
"ID","shopping","department_store","0","1","0","5872"
"ID","shopping","department_store","1","0","0","19480"
"ID","shopping","electronics_store","0","0","1","184"
"ID","shopping","electronics_store","0","1","0","700"
"ID","shopping","electronics_store","1","0","0","5188"
"ID","shopping","furniture_store","0","0","1","53"
"ID","shopping","furniture_store","0","1","0","234"
"ID","shopping","furniture_store","1","0","0","2060"
"ID","shopping","grocery_or_supermarket","0","0","1","1269"
"ID","shopping","grocery_or_supermarket","0","1","0","3919"
"ID","shopping","grocery_or_supermarket","1","0","0","14172"
"ID","shopping","hardware_store","0","0","1","1034"
"ID","shopping","hardware_store","0","1","0","3114"
"ID","shopping","hardware_store","1","0","0","11298"
"ID","shopping","home_goods_store","0","0","1","168"
"ID","shopping","home_goods_store","0","1","0","833"
"ID","shopping","home_goods_store","1","0","0","5009"
"ID","shopping","jewelry_store","0","0","1","533"
"ID","shopping","jewelry_store","0","1","0","1637"
"ID","shopping","jewelry_store","1","0","0","6314"
"ID","shopping","shoe_store","0","0","1","195"
"ID","shopping","shoe_store","0","1","0","1062"
"ID","shopping","shoe_store","1","0","0","5680"
"ID","shopping","shopping_mall","0","0","1","927"
"ID","shopping","shopping_mall","0","1","0","2862"
"ID","shopping","shopping_mall","1","0","0","11638"
"ID","shopping","sporting_goods","0","0","1","89"
"ID","shopping","sporting_goods","0","1","0","377"
"ID","shopping","sporting_goods","1","0","0","3160"
"ID","sports","golf_course","0","0","1","21"
"ID","sports","golf_course","0","1","0","74"
"ID","sports","golf_course","1","0","0","408"
"ID","travel","airport","0","0","1","775"
"ID","travel","airport","0","1","0","2249"
"ID","travel","airport","1","0","0","13100"
"ID","travel","lodging","0","0","1","773"
"ID","travel","lodging","0","1","0","3019"
"ID","travel","lodging","1","0","0","15225"
"IL","automotive","auto_intender","0","0","1","1907"
"IL","automotive","auto_intender","0","1","0","5699"
"IL","automotive","auto_intender","1","0","0","25070"
"IL","automotive","auto_repair","0","0","1","1507"
"IL","automotive","auto_repair","0","1","0","5105"
"IL","automotive","auto_repair","1","0","0","42382"
"IL","automotive","gas_station","0","0","1","7382"
"IL","automotive","gas_station","0","1","0","26867"
"IL","automotive","gas_station","1","0","0","132529"
"IL","education","university","0","0","1","13191"
"IL","education","university","0","1","0","15001"
"IL","education","university","1","0","0","42810"
"IL","food_drink","cafe","0","0","1","13197"
"IL","food_drink","cafe","0","1","0","30187"
"IL","food_drink","cafe","1","0","0","102311"
"IL","food_drink","casual_dining","0","0","1","5004"
"IL","food_drink","casual_dining","0","1","0","20566"
"IL","food_drink","casual_dining","1","0","0","131319"
"IL","food_drink","quick_service","0","0","1","48156"
"IL","food_drink","quick_service","0","1","0","130015"
"IL","food_drink","quick_service","1","0","0","468534"
"IL","grooming","hair salon","0","0","1","5745"
"IL","grooming","hair salon","0","1","0","15193"
"IL","grooming","hair salon","1","0","0","69345"
"IL","gvt_building","post_office","0","0","1","8575"
"IL","gvt_building","post_office","0","1","0","23468"
"IL","gvt_building","post_office","1","0","0","105935"
"IL","health","eye_care","0","0","1","4168"
"IL","health","eye_care","0","1","0","8119"
"IL","health","eye_care","1","0","0","37146"
"IL","health","pharmacy","0","0","1","66823"
"IL","health","pharmacy","0","1","0","128656"
"IL","health","pharmacy","1","0","0","384513"
"IL","health_fitness","gym","0","0","1","4644"
"IL","health_fitness","gym","0","1","0","11480"
"IL","health_fitness","gym","1","0","0","60657"
"IL","personal_finance","banking","0","0","1","14338"
"IL","personal_finance","banking","0","1","0","36999"
"IL","personal_finance","banking","1","0","0","173770"
"IL","shopping","cell_phone_store","0","0","1","10576"
"IL","shopping","cell_phone_store","0","1","0","34494"
"IL","shopping","cell_phone_store","1","0","0","158802"
"IL","shopping","clothing_store","0","0","1","4081"
"IL","shopping","clothing_store","0","1","0","15368"
"IL","shopping","clothing_store","1","0","0","82083"
"IL","shopping","convenience_store","0","0","1","11455"
"IL","shopping","convenience_store","0","1","0","34061"
"IL","shopping","convenience_store","1","0","0","152504"
"IL","shopping","department_store","0","0","1","19191"
"IL","shopping","department_store","0","1","0","52875"
"IL","shopping","department_store","1","0","0","175409"
"IL","shopping","electronics_store","0","0","1","4572"
"IL","shopping","electronics_store","0","1","0","13713"
"IL","shopping","electronics_store","1","0","0","72249"
"IL","shopping","furniture_store","0","0","1","2445"
"IL","shopping","furniture_store","0","1","0","5755"
"IL","shopping","furniture_store","1","0","0","32144"
"IL","shopping","grocery_or_supermarket","0","0","1","6036"
"IL","shopping","grocery_or_supermarket","0","1","0","17618"
"IL","shopping","grocery_or_supermarket","1","0","0","72101"
"IL","shopping","hardware_store","0","0","1","10127"
"IL","shopping","hardware_store","0","1","0","28654"
"IL","shopping","hardware_store","1","0","0","103549"
"IL","shopping","home_goods_store","0","0","1","4139"
"IL","shopping","home_goods_store","0","1","0","14583"
"IL","shopping","home_goods_store","1","0","0","69510"
"IL","shopping","jewelry_store","0","0","1","3018"
"IL","shopping","jewelry_store","0","1","0","10039"
"IL","shopping","jewelry_store","1","0","0","51053"
"IL","shopping","shoe_store","0","0","1","3323"
"IL","shopping","shoe_store","0","1","0","12429"
"IL","shopping","shoe_store","1","0","0","65049"
"IL","shopping","shopping_mall","0","0","1","15238"
"IL","shopping","shopping_mall","0","1","0","38281"
"IL","shopping","shopping_mall","1","0","0","143309"
"IL","shopping","sporting_goods","0","0","1","1228"
"IL","shopping","sporting_goods","0","1","0","4961"
"IL","shopping","sporting_goods","1","0","0","28961"
"IL","sports","golf_course","0","0","1","660"
"IL","sports","golf_course","0","1","0","1813"
"IL","sports","golf_course","1","0","0","8462"
"IL","travel","airport","0","0","1","8819"
"IL","travel","airport","0","1","0","24117"
"IL","travel","airport","1","0","0","107522"
"IL","travel","lodging","0","0","1","11183"
"IL","travel","lodging","0","1","0","34788"
"IL","travel","lodging","1","0","0","147595"
"IN","automotive","auto_intender","0","0","1","259"
"IN","automotive","auto_intender","0","1","0","919"
"IN","automotive","auto_intender","1","0","0","6345"
"IN","automotive","auto_repair","0","0","1","671"
"IN","automotive","auto_repair","0","1","0","2626"
"IN","automotive","auto_repair","1","0","0","22227"
"IN","automotive","gas_station","0","0","1","5417"
"IN","automotive","gas_station","0","1","0","17934"
"IN","automotive","gas_station","1","0","0","96295"
"IN","education","university","0","0","1","9083"
"IN","education","university","0","1","0","12031"
"IN","education","university","1","0","0","49083"
"IN","food_drink","cafe","0","0","1","3779"
"IN","food_drink","cafe","0","1","0","11012"
"IN","food_drink","cafe","1","0","0","37644"
"IN","food_drink","casual_dining","0","0","1","2569"
"IN","food_drink","casual_dining","0","1","0","11985"
"IN","food_drink","casual_dining","1","0","0","86937"
"IN","food_drink","quick_service","0","0","1","27562"
"IN","food_drink","quick_service","0","1","0","81938"
"IN","food_drink","quick_service","1","0","0","303739"
"IN","grooming","hair salon","0","0","1","4217"
"IN","grooming","hair salon","0","1","0","11287"
"IN","grooming","hair salon","1","0","0","46071"
"IN","gvt_building","post_office","0","0","1","3302"
"IN","gvt_building","post_office","0","1","0","10441"
"IN","gvt_building","post_office","1","0","0","61857"
"IN","health","eye_care","0","0","1","398"
"IN","health","eye_care","0","1","0","2017"
"IN","health","eye_care","1","0","0","13503"
"IN","health","pharmacy","0","0","1","26816"
"IN","health","pharmacy","0","1","0","61050"
"IN","health","pharmacy","1","0","0","195259"
"IN","health_fitness","gym","0","0","1","2352"
"IN","health_fitness","gym","0","1","0","5449"
"IN","health_fitness","gym","1","0","0","30510"
"IN","personal_finance","banking","0","0","1","5189"
"IN","personal_finance","banking","0","1","0","15842"
"IN","personal_finance","banking","1","0","0","78240"
"IN","shopping","cell_phone_store","0","0","1","2568"
"IN","shopping","cell_phone_store","0","1","0","11397"
"IN","shopping","cell_phone_store","1","0","0","61918"
"IN","shopping","clothing_store","0","0","1","1051"
"IN","shopping","clothing_store","0","1","0","5016"
"IN","shopping","clothing_store","1","0","0","30742"
"IN","shopping","convenience_store","0","0","1","4505"
"IN","shopping","convenience_store","0","1","0","14973"
"IN","shopping","convenience_store","1","0","0","68866"
"IN","shopping","department_store","0","0","1","13933"
"IN","shopping","department_store","0","1","0","35636"
"IN","shopping","department_store","1","0","0","110742"
"IN","shopping","electronics_store","0","0","1","1580"
"IN","shopping","electronics_store","0","1","0","7697"
"IN","shopping","electronics_store","1","0","0","38615"
"IN","shopping","furniture_store","0","0","1","286"
"IN","shopping","furniture_store","0","1","0","1160"
"IN","shopping","furniture_store","1","0","0","9379"
"IN","shopping","grocery_or_supermarket","0","0","1","6952"
"IN","shopping","grocery_or_supermarket","0","1","0","18051"
"IN","shopping","grocery_or_supermarket","1","0","0","57225"
"IN","shopping","hardware_store","0","0","1","12645"
"IN","shopping","hardware_store","0","1","0","32025"
"IN","shopping","hardware_store","1","0","0","100901"
"IN","shopping","home_goods_store","0","0","1","1755"
"IN","shopping","home_goods_store","0","1","0","6887"
"IN","shopping","home_goods_store","1","0","0","33554"
"IN","shopping","jewelry_store","0","0","1","6861"
"IN","shopping","jewelry_store","0","1","0","18613"
"IN","shopping","jewelry_store","1","0","0","193286"
"IN","shopping","shoe_store","0","0","1","1025"
"IN","shopping","shoe_store","0","1","0","3940"
"IN","shopping","shoe_store","1","0","0","23281"
"IN","shopping","shopping_mall","0","0","1","5146"
"IN","shopping","shopping_mall","0","1","0","15943"
"IN","shopping","shopping_mall","1","0","0","61933"
"IN","shopping","sporting_goods","0","0","1","1188"
"IN","shopping","sporting_goods","0","1","0","4574"
"IN","shopping","sporting_goods","1","0","0","23257"
"IN","sports","golf_course","0","0","1","763"
"IN","sports","golf_course","0","1","0","1173"
"IN","sports","golf_course","1","0","0","4295"
"IN","travel","airport","0","0","1","4017"
"IN","travel","airport","0","1","0","12815"
"IN","travel","airport","1","0","0","68238"
"IN","travel","lodging","0","0","1","8864"
"IN","travel","lodging","0","1","0","25849"
"IN","travel","lodging","1","0","0","110453"
"KS","automotive","auto_intender","0","0","1","100"
"KS","automotive","auto_intender","0","1","0","229"
"KS","automotive","auto_intender","1","0","0","1361"
"KS","automotive","auto_repair","0","0","1","297"
"KS","automotive","auto_repair","0","1","0","1130"
"KS","automotive","auto_repair","1","0","0","10054"
"KS","automotive","gas_station","0","0","1","1931"
"KS","automotive","gas_station","0","1","0","6634"
"KS","automotive","gas_station","1","0","0","34523"
"KS","food_drink","cafe","0","0","1","1854"
"KS","food_drink","cafe","0","1","0","5171"
"KS","food_drink","cafe","1","0","0","18540"
"KS","food_drink","casual_dining","0","0","1","1604"
"KS","food_drink","casual_dining","0","1","0","7648"
"KS","food_drink","casual_dining","1","0","0","48207"
"KS","food_drink","quick_service","0","0","1","10294"
"KS","food_drink","quick_service","0","1","0","33440"
"KS","food_drink","quick_service","1","0","0","132865"
"KS","grooming","hair salon","0","0","1","1317"
"KS","grooming","hair salon","0","1","0","4503"
"KS","grooming","hair salon","1","0","0","22316"
"KS","gvt_building","post_office","0","0","1","4669"
"KS","gvt_building","post_office","0","1","0","11003"
"KS","gvt_building","post_office","1","0","0","42820"
"KS","health","eye_care","0","0","1","95"
"KS","health","eye_care","0","1","0","650"
"KS","health","eye_care","1","0","0","4527"
"KS","health","pharmacy","0","0","1","6929"
"KS","health","pharmacy","0","1","0","17939"
"KS","health","pharmacy","1","0","0","53959"
"KS","health_fitness","gym","0","0","1","1090"
"KS","health_fitness","gym","0","1","0","2636"
"KS","health_fitness","gym","1","0","0","15227"
"KS","personal_finance","banking","0","0","1","1771"
"KS","personal_finance","banking","0","1","0","5644"
"KS","personal_finance","banking","1","0","0","31528"
"KS","shopping","cell_phone_store","0","0","1","1993"
"KS","shopping","cell_phone_store","0","1","0","8031"
"KS","shopping","cell_phone_store","1","0","0","39483"
"KS","shopping","clothing_store","0","0","1","665"
"KS","shopping","clothing_store","0","1","0","3340"
"KS","shopping","clothing_store","1","0","0","20565"
"KS","shopping","convenience_store","0","0","1","2503"
"KS","shopping","convenience_store","0","1","0","8952"
"KS","shopping","convenience_store","1","0","0","40759"
"KS","shopping","department_store","0","0","1","10036"
"KS","shopping","department_store","0","1","0","21897"
"KS","shopping","department_store","1","0","0","58214"
"KS","shopping","electronics_store","0","0","1","498"
"KS","shopping","electronics_store","0","1","0","2505"
"KS","shopping","electronics_store","1","0","0","17207"
"KS","shopping","furniture_store","0","0","1","273"
"KS","shopping","furniture_store","0","1","0","1056"
"KS","shopping","furniture_store","1","0","0","6557"
"KS","shopping","grocery_or_supermarket","0","0","1","1672"
"KS","shopping","grocery_or_supermarket","0","1","0","5181"
"KS","shopping","grocery_or_supermarket","1","0","0","19669"
"KS","shopping","hardware_store","0","0","1","2738"
"KS","shopping","hardware_store","0","1","0","8447"
"KS","shopping","hardware_store","1","0","0","30464"
"KS","shopping","home_goods_store","0","0","1","574"
"KS","shopping","home_goods_store","0","1","0","2510"
"KS","shopping","home_goods_store","1","0","0","15362"
"KS","shopping","jewelry_store","0","0","1","600"
"KS","shopping","jewelry_store","0","1","0","2336"
"KS","shopping","jewelry_store","1","0","0","13706"
"KS","shopping","shoe_store","0","0","1","461"
"KS","shopping","shoe_store","0","1","0","2653"
"KS","shopping","shoe_store","1","0","0","16554"
"KS","shopping","shopping_mall","0","0","1","2091"
"KS","shopping","shopping_mall","0","1","0","6111"
"KS","shopping","shopping_mall","1","0","0","26858"
"KS","shopping","sporting_goods","0","0","1","195"
"KS","shopping","sporting_goods","0","1","0","1041"
"KS","shopping","sporting_goods","1","0","0","8075"
"KS","sports","golf_course","0","0","1","49"
"KS","sports","golf_course","0","1","0","62"
"KS","sports","golf_course","1","0","0","405"
"KS","travel","airport","0","0","1","5198"
"KS","travel","airport","0","1","0","12755"
"KS","travel","airport","1","0","0","46946"
"KS","travel","lodging","0","0","1","3396"
"KS","travel","lodging","0","1","0","12689"
"KS","travel","lodging","1","0","0","55359"
"KY","automotive","auto_intender","0","0","1","190"
"KY","automotive","auto_intender","0","1","0","533"
"KY","automotive","auto_intender","1","0","0","3091"
"KY","automotive","auto_repair","0","0","1","524"
"KY","automotive","auto_repair","0","1","0","2150"
"KY","automotive","auto_repair","1","0","0","15056"
"KY","automotive","gas_station","0","0","1","3373"
"KY","automotive","gas_station","0","1","0","10853"
"KY","automotive","gas_station","1","0","0","60953"
"KY","education","university","0","0","1","136"
"KY","education","university","0","1","0","381"
"KY","education","university","1","0","0","2061"
"KY","food_drink","cafe","0","0","1","2012"
"KY","food_drink","cafe","0","1","0","4791"
"KY","food_drink","cafe","1","0","0","16432"
"KY","food_drink","casual_dining","0","0","1","2365"
"KY","food_drink","casual_dining","0","1","0","10130"
"KY","food_drink","casual_dining","1","0","0","67252"
"KY","food_drink","quick_service","0","0","1","18269"
"KY","food_drink","quick_service","0","1","0","52286"
"KY","food_drink","quick_service","1","0","0","204713"
"KY","grooming","hair salon","0","0","1","4777"
"KY","grooming","hair salon","0","1","0","11406"
"KY","grooming","hair salon","1","0","0","37939"
"KY","gvt_building","post_office","0","0","1","2493"
"KY","gvt_building","post_office","0","1","0","7384"
"KY","gvt_building","post_office","1","0","0","43870"
"KY","health","eye_care","0","0","1","195"
"KY","health","eye_care","0","1","0","762"
"KY","health","eye_care","1","0","0","5737"
"KY","health","pharmacy","0","0","1","12095"
"KY","health","pharmacy","0","1","0","29415"
"KY","health","pharmacy","1","0","0","91494"
"KY","health_fitness","gym","0","0","1","1190"
"KY","health_fitness","gym","0","1","0","3206"
"KY","health_fitness","gym","1","0","0","17803"
"KY","personal_finance","banking","0","0","1","5469"
"KY","personal_finance","banking","0","1","0","16737"
"KY","personal_finance","banking","1","0","0","73645"
"KY","shopping","cell_phone_store","0","0","1","1387"
"KY","shopping","cell_phone_store","0","1","0","6188"
"KY","shopping","cell_phone_store","1","0","0","38191"
"KY","shopping","clothing_store","0","0","1","1146"
"KY","shopping","clothing_store","0","1","0","4370"
"KY","shopping","clothing_store","1","0","0","23599"
"KY","shopping","convenience_store","0","0","1","3123"
"KY","shopping","convenience_store","0","1","0","10365"
"KY","shopping","convenience_store","1","0","0","50141"
"KY","shopping","department_store","0","0","1","10968"
"KY","shopping","department_store","0","1","0","24583"
"KY","shopping","department_store","1","0","0","73017"
"KY","shopping","electronics_store","0","0","1","652"
"KY","shopping","electronics_store","0","1","0","2958"
"KY","shopping","electronics_store","1","0","0","18600"
"KY","shopping","furniture_store","0","0","1","443"
"KY","shopping","furniture_store","0","1","0","1673"
"KY","shopping","furniture_store","1","0","0","10757"
"KY","shopping","grocery_or_supermarket","0","0","1","7270"
"KY","shopping","grocery_or_supermarket","0","1","0","17511"
"KY","shopping","grocery_or_supermarket","1","0","0","54693"
"KY","shopping","hardware_store","0","0","1","4730"
"KY","shopping","hardware_store","0","1","0","13800"
"KY","shopping","hardware_store","1","0","0","46197"
"KY","shopping","home_goods_store","0","0","1","516"
"KY","shopping","home_goods_store","0","1","0","2392"
"KY","shopping","home_goods_store","1","0","0","15215"
"KY","shopping","jewelry_store","0","0","1","1280"
"KY","shopping","jewelry_store","0","1","0","3428"
"KY","shopping","jewelry_store","1","0","0","15939"
"KY","shopping","shoe_store","0","0","1","819"
"KY","shopping","shoe_store","0","1","0","3363"
"KY","shopping","shoe_store","1","0","0","20289"
"KY","shopping","shopping_mall","0","0","1","2750"
"KY","shopping","shopping_mall","0","1","0","7924"
"KY","shopping","shopping_mall","1","0","0","33196"
"KY","shopping","sporting_goods","0","0","1","503"
"KY","shopping","sporting_goods","0","1","0","2265"
"KY","shopping","sporting_goods","1","0","0","14430"
"KY","sports","golf_course","0","0","1","5"
"KY","sports","golf_course","0","1","0","20"
"KY","sports","golf_course","1","0","0","185"
"KY","travel","airport","0","0","1","2503"
"KY","travel","airport","0","1","0","7471"
"KY","travel","airport","1","0","0","44519"
"KY","travel","lodging","0","0","1","3527"
"KY","travel","lodging","0","1","0","14489"
"KY","travel","lodging","1","0","0","71135"
"LA","automotive","auto_intender","0","0","1","365"
"LA","automotive","auto_intender","0","1","0","1397"
"LA","automotive","auto_intender","1","0","0","8166"
"LA","automotive","auto_repair","0","0","1","1328"
"LA","automotive","auto_repair","0","1","0","5143"
"LA","automotive","auto_repair","1","0","0","28761"
"LA","automotive","gas_station","0","0","1","8370"
"LA","automotive","gas_station","0","1","0","26338"
"LA","automotive","gas_station","1","0","0","107844"
"LA","education","university","0","0","1","3"
