"state","Level_1","Level_2","Mild","Moderate","Frequent","AudienceTotal"
"LA","education","university","0","1","0","7"
"LA","education","university","1","0","0","104"
"LA","food_drink","cafe","0","0","1","1246"
"LA","food_drink","cafe","0","1","0","5000"
"LA","food_drink","cafe","1","0","0","19951"
"LA","food_drink","casual_dining","0","0","1","3167"
"LA","food_drink","casual_dining","0","1","0","13594"
"LA","food_drink","casual_dining","1","0","0","78636"
"LA","food_drink","quick_service","0","0","1","23231"
"LA","food_drink","quick_service","0","1","0","66229"
"LA","food_drink","quick_service","1","0","0","223851"
"LA","grooming","hair salon","0","0","1","1334"
"LA","grooming","hair salon","0","1","0","4400"
"LA","grooming","hair salon","1","0","0","22465"
"LA","gvt_building","post_office","0","0","1","2288"
"LA","gvt_building","post_office","0","1","0","7884"
"LA","gvt_building","post_office","1","0","0","39684"
"LA","health","eye_care","0","0","1","229"
"LA","health","eye_care","0","1","0","1073"
"LA","health","eye_care","1","0","0","7287"
"LA","health","pharmacy","0","0","1","29120"
"LA","health","pharmacy","0","1","0","64284"
"LA","health","pharmacy","1","0","0","162504"
"LA","health_fitness","gym","0","0","1","1855"
"LA","health_fitness","gym","0","1","0","5446"
"LA","health_fitness","gym","1","0","0","28533"
"LA","personal_finance","banking","0","0","1","4374"
"LA","personal_finance","banking","0","1","0","15600"
"LA","personal_finance","banking","1","0","0","82894"
"LA","shopping","cell_phone_store","0","0","1","1867"
"LA","shopping","cell_phone_store","0","1","0","8755"
"LA","shopping","cell_phone_store","1","0","0","51438"
"LA","shopping","clothing_store","0","0","1","1787"
"LA","shopping","clothing_store","0","1","0","7840"
"LA","shopping","clothing_store","1","0","0","44534"
"LA","shopping","convenience_store","0","0","1","6602"
"LA","shopping","convenience_store","0","1","0","22753"
"LA","shopping","convenience_store","1","0","0","87823"
"LA","shopping","department_store","0","0","1","13087"
"LA","shopping","department_store","0","1","0","31255"
"LA","shopping","department_store","1","0","0","90530"
"LA","shopping","electronics_store","0","0","1","1466"
"LA","shopping","electronics_store","0","1","0","6052"
"LA","shopping","electronics_store","1","0","0","32841"
"LA","shopping","furniture_store","0","0","1","457"
"LA","shopping","furniture_store","0","1","0","2010"
"LA","shopping","furniture_store","1","0","0","13290"
"LA","shopping","grocery_or_supermarket","0","0","1","2404"
"LA","shopping","grocery_or_supermarket","0","1","0","8282"
"LA","shopping","grocery_or_supermarket","1","0","0","33789"
"LA","shopping","hardware_store","0","0","1","6324"
"LA","shopping","hardware_store","0","1","0","18092"
"LA","shopping","hardware_store","1","0","0","58954"
"LA","shopping","home_goods_store","0","0","1","1324"
"LA","shopping","home_goods_store","0","1","0","5626"
"LA","shopping","home_goods_store","1","0","0","29877"
"LA","shopping","jewelry_store","0","0","1","448"
"LA","shopping","jewelry_store","0","1","0","2096"
"LA","shopping","jewelry_store","1","0","0","15902"
"LA","shopping","shoe_store","0","0","1","1019"
"LA","shopping","shoe_store","0","1","0","4661"
"LA","shopping","shoe_store","1","0","0","30173"
"LA","shopping","shopping_mall","0","0","1","2055"
"LA","shopping","shopping_mall","0","1","0","8442"
"LA","shopping","shopping_mall","1","0","0","40009"
"LA","shopping","sporting_goods","0","0","1","545"
"LA","shopping","sporting_goods","0","1","0","2871"
"LA","shopping","sporting_goods","1","0","0","17167"
"LA","sports","golf_course","0","0","1","459"
"LA","sports","golf_course","0","1","0","1556"
"LA","sports","golf_course","1","0","0","9031"
"LA","travel","airport","0","0","1","4808"
"LA","travel","airport","0","1","0","17282"
"LA","travel","airport","1","0","0","73102"
"LA","travel","lodging","0","0","1","9744"
"LA","travel","lodging","0","1","0","30785"
"LA","travel","lodging","1","0","0","116113"
"MA","automotive","auto_intender","0","0","1","284"
"MA","automotive","auto_intender","0","1","0","834"
"MA","automotive","auto_intender","1","0","0","4211"
"MA","automotive","auto_repair","0","0","1","1234"
"MA","automotive","auto_repair","0","1","0","2992"
"MA","automotive","auto_repair","1","0","0","19002"
"MA","automotive","gas_station","0","0","1","2698"
"MA","automotive","gas_station","0","1","0","9896"
"MA","automotive","gas_station","1","0","0","58419"
"MA","education","university","0","0","1","5"
"MA","education","university","0","1","0","17"
"MA","education","university","1","0","0","96"
"MA","food_drink","cafe","0","0","1","3181"
"MA","food_drink","cafe","0","1","0","8607"
"MA","food_drink","cafe","1","0","0","31517"
"MA","food_drink","casual_dining","0","0","1","1893"
"MA","food_drink","casual_dining","0","1","0","6145"
"MA","food_drink","casual_dining","1","0","0","37303"
"MA","food_drink","quick_service","0","0","1","21532"
"MA","food_drink","quick_service","0","1","0","59893"
"MA","food_drink","quick_service","1","0","0","218968"
"MA","grooming","hair salon","0","0","1","1612"
"MA","grooming","hair salon","0","1","0","4929"
"MA","grooming","hair salon","1","0","0","23174"
"MA","gvt_building","post_office","0","0","1","7485"
"MA","gvt_building","post_office","0","1","0","20490"
"MA","gvt_building","post_office","1","0","0","81904"
"MA","health","eye_care","0","0","1","1135"
"MA","health","eye_care","0","1","0","3891"
"MA","health","eye_care","1","0","0","18773"
"MA","health","pharmacy","0","0","1","36857"
"MA","health","pharmacy","0","1","0","71791"
"MA","health","pharmacy","1","0","0","204171"
"MA","health_fitness","gym","0","0","1","27678"
"MA","health_fitness","gym","0","1","0","51223"
"MA","health_fitness","gym","1","0","0","213913"
"MA","personal_finance","banking","0","0","1","5909"
"MA","personal_finance","banking","0","1","0","15677"
"MA","personal_finance","banking","1","0","0","68303"
"MA","shopping","cell_phone_store","0","0","1","6760"
"MA","shopping","cell_phone_store","0","1","0","17916"
"MA","shopping","cell_phone_store","1","0","0","74305"
"MA","shopping","clothing_store","0","0","1","3614"
"MA","shopping","clothing_store","0","1","0","12731"
"MA","shopping","clothing_store","1","0","0","55188"
"MA","shopping","convenience_store","0","0","1","4526"
"MA","shopping","convenience_store","0","1","0","14497"
"MA","shopping","convenience_store","1","0","0","65767"
"MA","shopping","department_store","0","0","1","5282"
"MA","shopping","department_store","0","1","0","16559"
"MA","shopping","department_store","1","0","0","65083"
"MA","shopping","electronics_store","0","0","1","1802"
"MA","shopping","electronics_store","0","1","0","6567"
"MA","shopping","electronics_store","1","0","0","33406"
"MA","shopping","furniture_store","0","0","1","625"
"MA","shopping","furniture_store","0","1","0","2045"
"MA","shopping","furniture_store","1","0","0","11619"
"MA","shopping","grocery_or_supermarket","0","0","1","4555"
"MA","shopping","grocery_or_supermarket","0","1","0","11171"
"MA","shopping","grocery_or_supermarket","1","0","0","42495"
"MA","shopping","hardware_store","0","0","1","6111"
"MA","shopping","hardware_store","0","1","0","13072"
"MA","shopping","hardware_store","1","0","0","46196"
"MA","shopping","home_goods_store","0","0","1","3246"
"MA","shopping","home_goods_store","0","1","0","11754"
"MA","shopping","home_goods_store","1","0","0","54626"
"MA","shopping","jewelry_store","0","0","1","561"
"MA","shopping","jewelry_store","0","1","0","2485"
"MA","shopping","jewelry_store","1","0","0","15093"
"MA","shopping","shoe_store","0","0","1","1329"
"MA","shopping","shoe_store","0","1","0","5312"
"MA","shopping","shoe_store","1","0","0","25570"
"MA","shopping","shopping_mall","0","0","1","7947"
"MA","shopping","shopping_mall","0","1","0","22735"
"MA","shopping","shopping_mall","1","0","0","145009"
"MA","shopping","sporting_goods","0","0","1","1632"
"MA","shopping","sporting_goods","0","1","0","7546"
"MA","shopping","sporting_goods","1","0","0","41378"
"MA","sports","golf_course","0","0","1","651"
"MA","sports","golf_course","0","1","0","1223"
"MA","sports","golf_course","1","0","0","4847"
"MA","travel","airport","0","0","1","5091"
"MA","travel","airport","0","1","0","13110"
"MA","travel","airport","1","0","0","57266"
"MA","travel","lodging","0","0","1","4044"
"MA","travel","lodging","0","1","0","12382"
"MA","travel","lodging","1","0","0","54781"
"MD","automotive","auto_intender","0","0","1","498"
"MD","automotive","auto_intender","0","1","0","1550"
"MD","automotive","auto_intender","1","0","0","8558"
"MD","automotive","auto_repair","0","0","1","1055"
"MD","automotive","auto_repair","0","1","0","3915"
"MD","automotive","auto_repair","1","0","0","26140"
"MD","automotive","gas_station","0","0","1","4344"
"MD","automotive","gas_station","0","1","0","15860"
"MD","automotive","gas_station","1","0","0","79141"
"MD","education","university","0","0","1","5179"
"MD","education","university","0","1","0","5337"
"MD","education","university","1","0","0","13882"
"MD","food_drink","cafe","0","0","1","3013"
"MD","food_drink","cafe","0","1","0","8216"
"MD","food_drink","cafe","1","0","0","31911"
"MD","food_drink","casual_dining","0","0","1","3372"
"MD","food_drink","casual_dining","0","1","0","13968"
"MD","food_drink","casual_dining","1","0","0","78651"
"MD","food_drink","quick_service","0","0","1","18694"
"MD","food_drink","quick_service","0","1","0","55477"
"MD","food_drink","quick_service","1","0","0","209415"
"MD","grooming","hair salon","0","0","1","1493"
"MD","grooming","hair salon","0","1","0","5265"
"MD","grooming","hair salon","1","0","0","25416"
"MD","gvt_building","post_office","0","0","1","2882"
"MD","gvt_building","post_office","0","1","0","9343"
"MD","gvt_building","post_office","1","0","0","45330"
"MD","health","eye_care","0","0","1","1153"
"MD","health","eye_care","0","1","0","4526"
"MD","health","eye_care","1","0","0","22007"
"MD","health","pharmacy","0","0","1","24205"
"MD","health","pharmacy","0","1","0","52581"
"MD","health","pharmacy","1","0","0","154823"
"MD","health_fitness","gym","0","0","1","3523"
"MD","health_fitness","gym","0","1","0","7346"
"MD","health_fitness","gym","1","0","0","35590"
"MD","personal_finance","banking","0","0","1","6217"
"MD","personal_finance","banking","0","1","0","17978"
"MD","personal_finance","banking","1","0","0","86869"
"MD","shopping","cell_phone_store","0","0","1","4395"
"MD","shopping","cell_phone_store","0","1","0","16007"
"MD","shopping","cell_phone_store","1","0","0","76421"
"MD","shopping","clothing_store","0","0","1","2537"
"MD","shopping","clothing_store","0","1","0","10424"
"MD","shopping","clothing_store","1","0","0","47914"
"MD","shopping","convenience_store","0","0","1","6866"
"MD","shopping","convenience_store","0","1","0","21109"
"MD","shopping","convenience_store","1","0","0","88018"
"MD","shopping","department_store","0","0","1","7464"
"MD","shopping","department_store","0","1","0","24284"
"MD","shopping","department_store","1","0","0","88882"
"MD","shopping","electronics_store","0","0","1","2487"
"MD","shopping","electronics_store","0","1","0","9601"
"MD","shopping","electronics_store","1","0","0","43261"
"MD","shopping","furniture_store","0","0","1","600"
"MD","shopping","furniture_store","0","1","0","2460"
"MD","shopping","furniture_store","1","0","0","15102"
"MD","shopping","grocery_or_supermarket","0","0","1","5755"
"MD","shopping","grocery_or_supermarket","0","1","0","16880"
"MD","shopping","grocery_or_supermarket","1","0","0","60528"
"MD","shopping","hardware_store","0","0","1","5467"
"MD","shopping","hardware_store","0","1","0","15305"
"MD","shopping","hardware_store","1","0","0","52162"
"MD","shopping","home_goods_store","0","0","1","2708"
"MD","shopping","home_goods_store","0","1","0","9277"
"MD","shopping","home_goods_store","1","0","0","41215"
"MD","shopping","jewelry_store","0","0","1","1938"
"MD","shopping","jewelry_store","0","1","0","7031"
"MD","shopping","jewelry_store","1","0","0","33465"
"MD","shopping","shoe_store","0","0","1","1465"
"MD","shopping","shoe_store","0","1","0","5749"
"MD","shopping","shoe_store","1","0","0","30005"
"MD","shopping","shopping_mall","0","0","1","4439"
"MD","shopping","shopping_mall","0","1","0","13969"
"MD","shopping","shopping_mall","1","0","0","58885"
"MD","shopping","sporting_goods","0","0","1","1181"
"MD","shopping","sporting_goods","0","1","0","4718"
"MD","shopping","sporting_goods","1","0","0","24112"
"MD","sports","golf_course","0","0","1","117"
"MD","sports","golf_course","0","1","0","173"
"MD","sports","golf_course","1","0","0","700"
"MD","travel","airport","0","0","1","4259"
"MD","travel","airport","0","1","0","14280"
"MD","travel","airport","1","0","0","66113"
"MD","travel","lodging","0","0","1","6208"
"MD","travel","lodging","0","1","0","18412"
"MD","travel","lodging","1","0","0","77583"
"ME","automotive","auto_intender","0","0","1","20"
"ME","automotive","auto_intender","0","1","0","105"
"ME","automotive","auto_intender","1","0","0","555"
"ME","automotive","auto_repair","0","0","1","119"
"ME","automotive","auto_repair","0","1","0","492"
"ME","automotive","auto_repair","1","0","0","3131"
"ME","automotive","gas_station","0","0","1","204"
"ME","automotive","gas_station","0","1","0","895"
"ME","automotive","gas_station","1","0","0","6082"
"ME","food_drink","cafe","0","0","1","90"
"ME","food_drink","cafe","0","1","0","324"
"ME","food_drink","cafe","1","0","0","2039"
"ME","food_drink","casual_dining","0","0","1","204"
"ME","food_drink","casual_dining","0","1","0","1009"
"ME","food_drink","casual_dining","1","0","0","7498"
"ME","food_drink","quick_service","0","0","1","2627"
"ME","food_drink","quick_service","0","1","0","6983"
"ME","food_drink","quick_service","1","0","0","29796"
"ME","grooming","hair salon","0","0","1","456"
"ME","grooming","hair salon","0","1","0","1579"
"ME","grooming","hair salon","1","0","0","6650"
"ME","gvt_building","post_office","0","0","1","1558"
"ME","gvt_building","post_office","0","1","0","3578"
"ME","gvt_building","post_office","1","0","0","17710"
"ME","health","eye_care","0","0","1","25"
"ME","health","eye_care","0","1","0","159"
"ME","health","eye_care","1","0","0","1004"
"ME","health","pharmacy","0","0","1","1759"
"ME","health","pharmacy","0","1","0","4279"
"ME","health","pharmacy","1","0","0","14911"
"ME","health_fitness","gym","0","0","1","266"
"ME","health_fitness","gym","0","1","0","743"
"ME","health_fitness","gym","1","0","0","4190"
"ME","personal_finance","banking","0","0","1","525"
"ME","personal_finance","banking","0","1","0","1438"
"ME","personal_finance","banking","1","0","0","8113"
"ME","shopping","cell_phone_store","0","0","1","258"
"ME","shopping","cell_phone_store","0","1","0","946"
